avg,max,med,min,q25,q75,std,label
-0.03311526573476829,1.4094293608975568,-0.1628646505678587,-0.8292825958149147,-0.38955912881229177,0.27515602169330844,0.47104525576486306,downstairs
0.04045632727516747,2.650125801753865,-0.015347583011264376,-0.8874802489998352,-0.2840564898936886,0.26542804395505276,0.47486760341006784,downstairs
-0.036386500322162826,2.1440376149381377,-0.07437911144217146,-0.981830324162418,-0.2573513715565343,0.1512523551969559,0.40683389932922404,downstairs
-0.016837187625858705,2.0433503785050267,-0.07720426321160323,-1.0070621240509414,-0.23464031818007366,0.18737420993000597,0.38237605741709024,downstairs
-0.045430706852658445,1.328703151637855,-0.09984872827909691,-0.916512513420247,-0.2827719916451349,0.1560572574618776,0.3403340163692138,downstairs
0.01521828357996589,2.731590711627354,-0.04982557745165517,-1.075580324162418,-0.29310581882750203,0.2614174176487566,0.5319588687509087,downstairs
0.047814159815025,2.6722471092755287,-0.025493489202932706,-1.019602578928733,-0.2602480210433221,0.2738375131202047,0.5255858358644472,downstairs
-0.001974319753540988,2.192052989807106,-0.051584997893367124,-1.0691082372503384,-0.3454904313340214,0.24936116740933373,0.5118943949372371,downstairs
0.07991892914418504,1.5755478075738136,0.008942629621780385,-0.9221951081250435,-0.23799690119352382,0.3856866103108683,0.5070343404921275,downstairs
-0.01648651770365876,1.216511544554588,-0.11072352251963302,-0.8950926253424443,-0.42386735348423643,0.37104882628336283,0.5053930691259929,downstairs
-0.08924573053355879,0.9709062962690946,-0.12083776983158434,-0.7529761384264868,-0.323271277325765,0.11027075083688409,0.3152999131931872,downstairs
-0.06366794980281892,1.1364439790541316,-0.12838708962372536,-0.8653000033899362,-0.3212730770296907,0.14968469562237974,0.3478800550509806,downstairs
-0.030214650927092704,1.3809620911635723,-0.09992921578830671,-0.9694777327178669,-0.3332620688641188,0.23265555091341894,0.4229138146646024,downstairs
-0.05228730863336162,0.9829183669297661,-0.09520216471195586,-0.7910560045025712,-0.32261782346676904,0.215092634353793,0.3595398441612264,downstairs
-0.047349437362103855,1.4622924650038642,-0.09262731789057088,-0.9140003858467257,-0.3577835933428991,0.21081933609333786,0.427638592201719,downstairs
0.07969751266349834,3.56506449188222,-0.09235440243348947,-1.087965104196072,-0.38295937242071537,0.3412181379456691,0.6710110886873606,downstairs
0.21194862918846732,4.568302869004231,0.029552504347613917,-0.9194488609968412,-0.35717341962764526,0.5477275423169479,0.7794178741582213,downstairs
-0.12607945275985413,0.6910115395899128,-0.14885193088353754,-0.5755531339489071,-0.2638050447545273,-0.04805679403143159,0.2096053370715844,downstairs
0.0333525559769517,2.0437010636047868,-0.005122736962522412,-0.831353557948294,-0.19810703584069012,0.20794052101355565,0.3635672412273199,downstairs
-0.008806497904599518,1.1055204735987625,-0.06912216065322374,-0.5611203699900477,-0.1924090815402919,0.13910695979938803,0.2891379839080705,downstairs
0.002232785798360217,2.9368571467597633,-0.0520697422699139,-0.7269351330136081,-0.1723766559497067,0.09321983046091908,0.31350658544665844,downstairs
0.021922447588859924,1.3545855110470828,-0.04007662466429651,-0.6741286291893138,-0.16623938974878766,0.17376456433769605,0.29959329789978234,downstairs
0.002397472821398853,1.1555653462565634,-0.05526789786260189,-0.6641309757098743,-0.20996413391489005,0.16407235880162113,0.2982550880465768,downstairs
0.012753468411676525,1.2363487069152346,-0.03972597049213111,-0.7756972516687182,-0.2138121515957931,0.1774463133711892,0.3404269658361252,downstairs
0.023294077655778036,1.4410450429585266,-0.02614109299345957,-0.9295866691924656,-0.16398164197206672,0.17744635046563195,0.3207920067085789,downstairs
-0.01830694582499471,1.0661447478144022,-0.03349275227117143,-0.7923671886353134,-0.2495720001121517,0.1788474095982555,0.32818627826604546,downstairs
0.001231571033472046,1.9227403827653573,-0.1314360155086824,-0.6830123370027061,-0.3799988853725228,0.242815819260641,0.49186959644860406,downstairs
0.009277099343033876,1.7060074467531767,-0.06621152605673808,-0.6787813797517261,-0.2844776025070914,0.19078089859526082,0.41673990844730424,downstairs
-0.00045110012365664445,1.3497836987986767,-0.12830620375999702,-0.6402604423037271,-0.3462185621049466,0.22765490281086098,0.433410311619945,downstairs
0.0037959575112599202,1.3270782062419588,-0.07655719401090488,-0.6923628098139044,-0.26934510758156843,0.20349398351554893,0.37434577772222544,downstairs
-0.0031560567853508715,1.3397479127995906,-0.07373615427080049,-0.6927276649169647,-0.30068102448095124,0.20948078523445102,0.3864670494032813,downstairs
0.005344382397998188,1.1385663537383657,-0.08675712783355671,-0.6495220807270201,-0.30557041421669023,0.26265525846439197,0.396691902719067,downstairs
-0.01051829009544886,1.0596832329155612,-0.06824626786645938,-0.6756415836767882,-0.272412131159921,0.18520537839241968,0.3539911785944838,downstairs
-0.00949538459668157,0.9923195352735883,-0.09779110746184766,-0.4901535087318636,-0.2865357950758574,0.22833928915375973,0.3415279534267484,downstairs
0.012954485348208044,2.0126537483245484,-0.11955411735147492,-0.8905746220114481,-0.3068651549398261,0.25940275882053104,0.5218567988695506,downstairs
0.0009441285502346971,1.8733230426229397,-0.1168586170026098,-0.9257926362925493,-0.3127509304304519,0.21464527514382303,0.48030105608663926,downstairs
0.005580155585363059,2.462275101746102,-0.09262135490906065,-0.9090027285115341,-0.3449875144467083,0.20620940323119807,0.5234575336063649,downstairs
-0.0020921646137324183,1.9980316291572449,-0.09274352219476778,-0.9317800588984095,-0.33258761794530295,0.2224693998867342,0.5316592196796794,downstairs
-0.007498453196211373,1.7588924783335933,-0.08920671417062542,-0.9994499180055967,-0.36654526533933074,0.2465820695611003,0.5239351502393139,downstairs
-0.014459603106710878,1.8357043366816372,-0.1304749106843307,-1.0186009183692872,-0.3598444911713733,0.23117153100950594,0.5413154045038706,downstairs
-0.5475031462185986,-0.1747578363208575,-0.5544559231810877,-0.8594242758218085,-0.6278739784064739,-0.4731208171971234,0.11378786683152313,jogging
-0.3021217070164044,4.768977869339461,-0.5338871202681255,-1.2352778778685396,-0.6704517945883387,-0.29285856460681003,0.7927217832686961,jogging
0.16267207764815386,5.187505949199162,-0.5147284421985783,-1.2117315318045112,-0.8289891066615488,0.7486316527641108,1.4060892060583612,jogging
0.1067233905458227,4.2899594680846675,-0.5146693351859937,-1.361315310775029,-0.8217474550337868,0.7640315629696273,1.3127470193144752,jogging
0.09789190437357478,4.635867812142255,-0.5069759209577869,-1.2938438499428078,-0.7995466701976333,0.7739974652200017,1.2696425618261025,jogging
0.1282253851388286,4.595698359972225,-0.4992808305274208,-1.2863325444853484,-0.8076376309551491,0.7926473035539316,1.3141836198141779,jogging
0.05282869538858181,5.6689752914285965,-0.556235160750616,-1.2532379041124442,-0.9090117727658243,0.6343716131793884,1.3437795468853873,jogging
0.0507250962796473,4.259719312967926,-0.5198695660609737,-1.2479397852716048,-0.8646133329803956,0.6036305370458498,1.2785220576602188,jogging
0.04987446693361167,4.751354868855216,-0.5657379041124442,-1.2171867204770923,-0.9225789782367191,0.6568319227352954,1.3295389269644395,jogging
0.06515455334905487,4.487104836442803,-0.5654899194756848,-1.2283744622066004,-0.8629681095094435,0.6804030160474988,1.2822332876724483,jogging
0.02057095790572062,3.999446305579349,-0.5591872793806988,-1.1863489438992312,-0.8537916555137819,0.5962070750903308,1.2054601168834826,jogging
0.013729637550136451,3.86015475042647,-0.574832495716992,-1.0999610200221963,-0.80788465581015,0.6348687067904335,1.120822499418974,jogging
0.006330320987667258,4.2348943209262595,-0.6009029779292234,-1.2223601390592718,-0.9057355602843805,0.5464919568367675,1.255047611171656,jogging
-0.0048343159448686794,4.067699343829365,-0.6237467255010918,-1.1975968362162417,-0.9249176221204893,0.4843196987586855,1.257998399793777,jogging
-0.012307658123446837,3.340012869129488,-0.5532305738824168,-1.1190780846082653,-0.8263704244176584,0.5969319635783753,1.0852372801850585,jogging
-0.05023438831934948,4.103589906325155,-0.5618393759339952,-1.1850091089390715,-0.8461637383661686,0.5426597388868404,1.045633945474001,jogging
-0.026682693107229313,4.358967932035002,-0.6415105522216904,-1.2042387850315277,-0.9193291245408066,0.44990071405227827,1.2408832835283574,jogging
-0.015396353634009582,6.3559672571068315,-0.66747336147376,-1.1638876824153106,-0.8902919346449613,0.5384409567637067,1.2681748804100221,jogging
0.09463456461349329,4.790846303442435,-0.49580162862261057,-1.3524705503519205,-0.8596010355504331,0.6367173505026689,1.3213279509608584,jogging
0.013418742863072392,4.524014155082976,-0.5504791821297371,-1.2981673494781145,-0.8917280320191345,0.576954104518572,1.261531715040876,jogging
